Id,SalePrice
2921,85760.26813835562
1966,157167.33840761054
292,122097.22863756477
1204,182409.35784588437
1829,248876.37563378923
2419,204529.61152663728
391,147275.79618574525
798,114497.89563548782
481,207001.5321737967
193,215697.3183528904
555,120431.88647120993
899,47995.227258987696
2357,191446.34556052656
328,126853.59719480375
1356,110016.8133886511
1154,96764.46679640962
1730,194127.2156820013
2249,170265.79287879288
1119,289669.5381729166
2856,137218.0359396554
1394,138697.34990715477
2587,114515.38907933464
61,322991.589716939
2661,181085.9740413776
2711,134757.43385810938
1147,186901.78523547656
757,118607.88671149698
2623,100486.57486078408
2378,146806.34523681572
1413,153342.40940520557
1722,233866.42874172822
1112,227580.6006716238
1623,190927.09933881488
1201,200012.31101010324
1513,124804.71163700253
957,361469.9994077671
1171,237093.56935738676
1145,205207.80594517215
2726,223740.7710223585
703,165956.41840718684
760,129553.79697556287
1964,161296.20984696853
2512,183792.05127382895
159,152546.51161260766
1281,176025.32111791507
468,191494.49422051758
290,137468.36421818868
665,109003.26199241998
1463,251621.75385609758
1792,216435.50750333417
923,179619.50600062107
500,291282.8748707797
1408,174616.42111639836
331,86886.0706134136
170,144890.35820667335
2192,92000.83096900048
2571,288561.8847418531
2314,163219.18973075488
2647,101225.98636888796
422,423502.747992042
2457,342006.0216884803
1838,192869.61679981448
2805,257986.97539987916
1645,157280.51165799735
1711,312628.7645588479
2825,254921.0749094956
322,325066.8995245383
2103,268776.9152233552
342,121994.50040184113
600,119856.481921191
488,168200.11874416625
1725,321622.3373509348
2246,313425.28041346517
2847,141173.62524318506
806,239803.38219780131
530,232708.36593481433
963,195341.78357277196
2678,108504.64481924674
171,87588.6403670086
2401,421670.39627227234
805,232908.29617262364
2259,247634.39782702594
1748,196741.80229493452
1361,135652.05833249073
1677,114425.58755470961
1406,170187.55825305672
2322,282850.8308078503
688,152866.8186940691
143,145984.31305614635
804,210390.9878256281
1214,212981.16667382064
2828,149258.31101377576
1999,184046.78305262548
2467,205501.3123869117
2665,166382.12378275822
1538,314888.3916572134
398,116512.00701201323
2822,167914.73546396862
2157,138250.45518105486
1856,195453.56122072221
1269,88742.74521326357
2570,109645.80697193653
2320,253168.99050139147
1517,135056.56740171643
2304,127317.53078308745
1312,85187.67872259064
2012,135586.65103528037
506,260698.6977352342
2865,207840.24706863606
2367,107314.72666883151
554,90141.17726154199
238,140979.64976351798
1954,104523.1629730087
2488,110180.42750841477
2291,66590.80237075931
1969,106144.90080594405
2725,176925.7864378905
1482,144979.3513365994
2763,203814.59755964807
503,270537.2356103315
1584,242286.41162778
1531,158645.56195260645
2210,197189.06829563054
459,337907.923403934
556,127086.5646703022
1347,132502.4086593165
1290,70324.14825030223
1388,102153.6123239283
1571,295461.93657557684
2754,212801.74060627766
765,138848.77145148418
2494,129037.74216959788
2870,236191.08807250706
7,247775.13744077383
1114,232138.70962146565
2418,275103.4209783932
291,138849.59333463118
18,367191.80822544434
39,379115.2911091475
1001,284841.79569482245
2442,232545.27313664043
616,125207.48008175142
2680,82412.10320163993
1414,128225.5336719993
289,159201.41355218765
40,286435.4311280631
860,124910.23712758483
409,119807.57629100756
673,157458.96993079517
2427,182450.7676736308
2036,220375.51916622743
2564,143415.35329128083
642,176600.44031864867
1008,181073.31272154124
1908,156384.25778417962
2519,188189.3963887622
1369,94828.0920029494
2855,161823.0180342659
712,103229.9270978699
1943,117455.95859727502
1958,130616.45472292067
107,156910.35216768782
2295,208147.28732912033
704,103756.59385688626
676,134936.35895591287
259,179801.13560379378
93,286574.6338676543
106,245063.38102881043
2315,177560.75655986843
1050,93506.31862620216
1095,206606.438168867
2709,151675.96636760488
758,150334.12556134397
1496,160177.24230050438
2370,124228.38032967839
2458,294120.4269378368
2733,132640.5403544241
161,240719.2887007192
726,143852.18460916996
845,215078.28918109575
947,260527.6023856566
2232,113283.05728208178
2563,134154.8477703401
2299,151511.35827545373
211,75154.38622827345
605,161184.72679930498
1478,195176.6014369161
2247,287170.1257759933
2274,187767.46072357811
2869,217365.73679893243
967,214438.4372360206
2656,126916.44085278639
667,202696.28894529433
1042,111442.69872503034
2023,157851.87005876048
2447,361665.6809207526
2055,120320.47761904789
2275,309826.0107987035
2204,181175.67694936815
1563,287750.53927362064
483,236337.05057246765
796,133144.05570946843
1526,151924.07211522656
2042,129696.54413886057
442,345053.7342553708
1693,337292.49920294184
1468,224222.02729296495
1430,189227.953458934
2605,163137.57137350258
1529,207907.84551140814
335,151832.17848521384
1287,112386.72158600672
31,95667.35703974105
1785,334138.5141394271
82,165932.3126530394
2620,129398.20295502344
252,177640.6434500639
721,56822.96738735464
2165,199852.53778459548
2316,202402.2654624179
775,143932.20858432038
1558,100133.16078244647
17,207514.340549558
1022,243030.17980798718
925,127737.90947160896
438,289883.5049782599
1270,155903.39435624552
1272,128738.19442122032
215,126324.14774733414
266,240139.82872180018
2402,304102.9492003301
1250,128091.48228922414
1984,128923.43425942503
1279,141370.36421540705
377,245546.3430553221
1252,107865.53949247207
2156,263083.093107395
499,329603.04458632297
1374,122258.35732356398
2898,220142.7559872846
401,111434.81180274165
2721,162657.8237956754
2078,249800.63920597738
2589,131772.72792531803
1946,233846.99265137422
1334,121685.03176540403
2781,227465.51906958132
431,398542.8952974627
576,192282.77863177436
1474,215784.99678752865
2254,145129.77634766637
2155,277382.7051793591
885,90030.53667639113
643,151655.40726663786
1944,130008.6550927801
480,198306.2956571482
2845,108716.2178405311
2387,329826.94985013886
2407,234580.1747453339
2527,176154.17385233258
2514,149319.84852208072
629,168935.34554639767
80,219811.15733337833
1876,134223.84598006002
1546,115991.69704141651
2518,186030.11257815763
2347,151286.64813307417
783,222737.6957320103
1322,47513.3822393865
194,107767.73046115169
1770,310256.0108479452
2143,139502.5649579057
1229,225879.72305482402
511,270321.41803423245
46,254388.63483565245
1348,161612.94922250847
2465,208725.3152946692
387,234154.74580884262
873,224958.06174677663
1918,115529.3956302911
2764,237802.29041489595
2184,123948.096271258
934,145554.5505080288
1920,123885.0951679516
2631,152909.45819249022
1768,534533.9425365188
2040,127832.75398700853
1749,214077.99353238865
834,272245.6114522595
1457,233807.2430823117
79,109503.9578009693
2302,117803.22928615758
1817,154168.55309729266
2755,253138.3196403607
359,177476.04973507999
2059,101038.55743851302
2092,232268.90429762454
2516,230147.12921590524
150,112953.34433239614
1656,118125.29598376798
83,98184.09171631397
2411,205460.52653332072
795,81748.34758401959
2312,218481.58352154057
2917,123209.66337625532
1624,178159.5601935503
2215,286239.5733132933
1211,153500.33517705376
1485,152792.45908796162
1024,182791.25115516578
570,199256.30436385082
2874,149339.43139912284
700,141466.48366443987
2756,229911.40245161278
2022,179126.6726964448
583,232103.2905410825
2392,377685.03313859843
2424,183414.76833377258
212,111708.8077867771
736,131293.73616817626
1610,166569.21675714225
890,109875.94967406217
467,189112.77222784382
578,193837.28091055003
1747,186645.03128861892
1149,157866.63669267192
2758,264315.58772127825
857,147653.07442944607
2219,272430.07686674397
733,107710.63645320783
2909,112832.30687481216
1798,248663.02712431678
235,123143.16744443915
2366,124082.88885064729
1027,137084.9618301987
1195,148991.09499819987
1303,39159.12159738835
148,195705.10061280514
608,162862.53848168522
2515,212233.7213137335
821,266336.5636469921
2500,281075.9213715491
745,111194.05264567131
741,136017.25778625568
1611,123478.26763845145
2532,123327.11141343627
1081,218827.7207800922
1692,423734.91873864154
2520,179433.80723156757
276,109423.07523873057
1992,128872.72734791641
663,36441.053345133434
418,118187.35925996544
1733,214038.0930984141
2359,144125.3787456724
253,201403.0891034224
1518,189702.6689373355
2035,154035.48852097377
2919,76944.2624412933
1540,234403.91882035087
2120,149480.9676493306
1674,161747.6828663257
256,148776.234542043
2361,100745.89983953678
978,83835.8648175773
2280,131834.963277876
2095,226524.31180794621
1709,330899.86779658846
2801,242406.0592014141
1246,121495.26395427393
2373,92565.98180673635
1055,322034.4509425418
2017,141686.77577404282
1099,305301.42393603805
1344,87294.72240451474
835,208110.93834115882
1117,237919.52016853882
2043,87089.33411185947
2085,111954.51727262551
410,151475.98248277593
2650,114827.8287972325
2867,167456.58482168656
1668,105845.9682381037
1161,161748.93692751852
2122,184080.71478930497
2539,152297.92923866806
1047,136943.08544911598
1445,136238.149616729
541,124971.78760068322
569,235876.56840009303
1276,132260.91928791965
918,157248.82886575008
326,168271.97795258742
1936,133611.28911204977
895,111275.50937593792
257,142988.53831555005
1241,176644.19976048297
1545,128345.9917397408
1189,173159.54754233066
270,141461.17053515575
2066,193697.13122411305
693,100726.69193621833
1259,146509.87534055504
2916,153165.38162348352
2321,334213.4678282769
1977,100622.46170067793
1895,149067.68564461233
1240,187482.6863236287
85,162628.36971740655
1823,119783.30862808198
825,284052.82769669226
110,233426.32370590692
697,117473.54883114819
2297,117082.36117683907
1231,135778.99506504036
1355,139761.6352480007
968,326167.20578878117
584,226562.84943417707
1315,141434.64232358013
1606,138747.44498868877
206,94340.85056534388
1685,367329.66618474014
2016,135919.24883758463
869,207422.26229258956
2135,112204.26133928659
2346,177491.31048700958
2430,229454.5563552758
2198,86058.24300998644
2652,130928.88784887752
27,113342.39210748869
241,172045.12336962298
906,117789.3510132528
1506,121564.83691132389
2098,351589.4969421903
1435,206257.614676993
2213,161130.42365293804
1274,128899.38785234537
743,18841.18309219592
1737,216078.64456795697
2797,263785.31343286694
2185,48755.54594937115
58,166650.05525839122
830,212000.08930197547
808,107617.2342932231
680,153873.41694069793
1153,104194.13754691709
1291,149881.80023671745
1818,140770.1084214339
2161,202168.85535857003
1883,112544.15398475164
350,344533.06788183155
2473,154387.0713801143
295,185769.28882190573
293,192363.09891553223
859,123662.47107762727
288,77905.56130482249
1578,143598.2865913669
102,208637.12817109385
2831,168138.2011164677
1030,156978.80185285147
2551,151969.908439913
1286,146162.37473199962
958,314649.10439876665
776,132514.79756243963
72,238053.02669625665
2263,269464.5539933537
1866,150707.69872910145
2876,65411.325799347396
2146,246388.95721526997
103,180829.4427392662
1500,130591.71854581626
492,185932.59731815403
167,148602.92374338701
2597,119629.8860773418
2685,124895.66179417913
1035,166277.0086941994
1220,58480.026987784586
2602,153166.45991660102
2159,212372.32077334385
695,147947.97171445622
1109,275043.5133420181
640,175985.07214056657
1652,146897.18863020116
2090,175732.88035279815
1188,193291.43378110888
2345,218886.3112613334
1059,383190.10734889406
2751,257525.83933468058
128,200859.79175958378
1523,192532.5438482115
2925,183022.27887418238
2145,296477.5141486227
1121,237819.09789303347
566,264226.60048900644
565,260922.69856723817
1331,145455.81895563853
2928,122276.84859871746
156,139012.8174985462
797,142844.07124304096
327,94983.43575914802
2859,154795.37060321972
1453,113785.29756520149
1762,337126.21664306096
1868,216006.6208078785
1760,175795.0165255
1113,236718.7225926816
1812,198436.24839794214
117,155112.84249789716
1142,207724.21089712152
2342,403733.3670215786
927,160863.82769357006
2478,181146.8757143559
655,73436.63238656643
2064,132280.90071168676
369,289336.79960576125
2239,133350.17088546837
2732,204013.80216969014
1653,161441.7595801487
959,233994.54389849852
2395,358040.9318432576
1412,112316.43435411568
271,246242.33218500295
1484,148006.16154813603
1497,159012.2156227558
552,150757.79400677478
2,126921.40176431293
1855,300697.88436266076
4,285263.5485148731
2292,150244.3840071857
134,140978.22362666088
646,101601.99334857431
42,329109.1082309161
532,229673.47403659564
713,97764.57620599317
2561,139841.45309263436
2360,135244.23390253558
1333,122362.37549782376
1407,216822.1967859009
2892,279300.69609819306
574,219700.64163776315
1227,200390.39603610866
2591,194294.15729154737
1476,220187.46623280097
1125,264523.0592615486
1446,146452.90353265483
408,129153.6687615763
1101,294819.5013554844
2251,199205.68825259514
373,183250.8130466562
2554,141227.14531715823
2382,275369.20199489826
1985,81788.58931879
519,253551.8047759723
1093,191853.01742219663
864,246050.0120931053
2889,139925.14189027002
2308,193081.21479035585
986,160910.6015867781
1302,142647.68611131716
585,153655.19199979855
2708,154369.8179649639
147,129318.68859883011
1441,225756.03612187546
383,203576.9547920896
285,161136.01661050663
181,109051.92957195503
358,196233.5859669477
780,167918.27792108656
258,188709.44980212755
1865,209680.47706036354
692,114452.95150983559
2902,313895.070164007
508,260391.687329265
2638,163959.90834165685
36,146369.76136131134
611,163644.13383495883
2281,154252.56465744242
1678,118565.42616245427
1696,430025.4245779707
1557,65172.17720446065
2180,160794.3018432454
1726,250962.37487111147
951,148787.48226514127
267,226205.63499765168
2706,125369.12067760358
2221,254059.29868534787
1357,165802.28610753128
2901,297700.2085431949
347,163588.27456607344
2164,200137.6085111124
1586,297124.2301886021
360,147892.93167620042
1769,263919.8096264553
2617,168808.50691266663
1879,151211.03212926624
991,209008.6458092693
1535,141902.5557743292
1191,148820.92218305098
1579,240159.9398706884
1882,149314.95787724972
1510,136621.5654335692
2196,183142.55847029446
1845,185048.57823401815
2336,410045.2278741967
942,88495.18900838836
861,129762.23786322714
2555,128638.39011079272
1392,174211.84807062356
2099,269564.8470572121
1543,127465.89977018272
948,283363.5947310765
1239,195097.88491758122
22,175811.18283629164
2796,248696.30356152676
2747,187434.46795023323
92,291055.2752479774
210,163777.46052572437
1858,186253.1576567897
2228,146318.17779863928
447,268269.0266995691
827,251851.05249931026
1649,211221.95855680775
682,133508.0362315767
2698,116910.7003114035
494,156304.6761275031
214,84249.47105389975
2441,247423.8041673225
2679,126610.4987774505
1336,142864.6855859756
465,178342.4158056564
1524,161795.0685963157
2543,111651.69660868839
631,154256.85980861468
2452,310416.83075564203
228,166999.83919466395
126,186453.71279492648
1092,261912.99491263926
1122,217110.1208988716
932,215279.2092365037
1980,61083.954908368294
2171,136567.7415857938
551,162603.322399207
2768,168629.39190861626
2056,110704.41363064242
1159,355087.30364620243
2645,126932.4128540082
1174,175590.0609674567
2266,208235.27432390058
2462,360741.6415134737
1219,148695.30753386737
2922,171352.22619285845
118,151506.49370947553
474,166687.66728146886
2576,157480.36488816282
872,266084.4845872596
1077,233867.7237880915
1536,161751.28677089373
1150,115732.17093142014
2341,337339.9580355187
1931,153843.20841470538
2785,121280.08808398905
2538,127037.36406595321
597,206841.12303566383
464,221506.12031585208
233,242677.37974091098
2169,133320.46259638856
2123,174391.60267203843
1867,181973.6480688288
137,246640.9540936018
515,242615.50127726758
933,108963.99305758165
2784,160301.60716858986
972,157360.6915950782
599,175980.1669333158
2614,135556.0114622615
2582,132334.63280669233
1409,177096.3396995039
175,110139.23715105037
352,243030.2503917911
976,110901.19292227122
2134,196577.10325939403
984,109138.64877074595
2396,330413.7013232649
1673,121460.00276482031
404,120069.67143000923
607,184113.4024463319
814,165014.64276607666
868,193504.8023003972
2271,191391.84711387855
1633,269740.72132099705
337,174011.92638712926
2765,185441.0349571481
1746,250378.50418198324
368,359268.48155486275
2806,212513.1493510903
1662,195284.97465048605
1234,226136.30547670173
1373,122179.13211394573
1672,103526.63222458812
1939,118210.03887321198
